"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20140724_0001_0015_07e4fba8-69b4-4207-b0fd-bf9bb0e2f2dd",2051
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20140912_0002_0019_496dd3cd-bae4-43ab-8d50-42764eaabbca",3058
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20140912_0002_0022_76318b0f-e52d-4fea-a921-22151ffa36bd",102
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20140915_0001_0010_29089cb1-1601-43a1-871c-dc56a18deb6b",3025
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20140915_0001_0025_a56459b0-6c1d-47ab-9805-c591fe771d4a",2887
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20140925_0001_0011_6fcd1511-2e27-4c1f-92a0-c9eb827d37cf",2495
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20140925_0001_0015_05b3c942-f244-4ba4-94a0-6ad76392093e",2742
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20140925_0001_0036_f0d09d25-7138-45a8-b934-36f1027010d8",2011
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20140929_0001_0001_3feb46cc-426e-43d9-a9b8-d32b96e3640a",2795
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20140929_0001_0032_4c9db529-c08e-4358-884a-8e3510d4b997",3101
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20140929_0001_0041_860bff18-d93e-43fc-b479-468b82822e2b",37
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141023_0001_0001_a1f6bdc3-a4b7-4bd4-bffe-2fda22fd41f3",1615
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141023_0001_0015_cee98ef1-248b-4fb8-a98b-308c0172725f",383
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141024_0001_0032_6b772d84-a05f-4660-8ed6-6747eab17498",2508
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0003_d6d0989b-66bd-4fb7-82c1-34b70e45ec67",734
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141030_0001_0005_a5f07f57-8fe0-496a-852a-c3eafcc16c30",3034
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141031_0001_0013_c5eb1fb3-5277-4ebb-a46c-91df4f02419b",142
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141031_0001_0013_c5eb1fb3-5277-4ebb-a46c-91df4f02419b",190
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141031_0001_0013_c5eb1fb3-5277-4ebb-a46c-91df4f02419b",457
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141031_0001_0013_c5eb1fb3-5277-4ebb-a46c-91df4f02419b",550
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141031_0001_0013_c5eb1fb3-5277-4ebb-a46c-91df4f02419b",604
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141031_0001_0013_c5eb1fb3-5277-4ebb-a46c-91df4f02419b",660
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141031_0001_0013_c5eb1fb3-5277-4ebb-a46c-91df4f02419b",663
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141031_0001_0013_c5eb1fb3-5277-4ebb-a46c-91df4f02419b",665
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141031_0001_0019_3a8c4694-73a1-426f-99d1-1838202abc03",14
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141112_0001_0056_3fbb6cb8-a40c-4c91-9df7-50d26e9e3b68",2004
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160114_0002_0002_97484915-a09e-40ba-b02a-2cb06001f40b",415
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160114_0002_0050_408b7f6d-e066-4776-9993-005bb0b4a7d7",1757
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141027_0001_0022_493639da-b2ce-4a62-be5c-6054bdea1f3b",2061
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141031_0001_0013_c5eb1fb3-5277-4ebb-a46c-91df4f02419b",173
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20160114_0002_0004_853d0f2a-c459-4568-ac6f-0620a2a6b895",57
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141031_0001_0013_c5eb1fb3-5277-4ebb-a46c-91df4f02419b",101
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20140915_0001_0020_11f8bf80-bfe4-4cc4-853e-a5fcdc1da160",192
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20140929_0001_0021_27872d5c-ab6c-4499-bbdf-a2b90165b0e5",263
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141031_0001_0013_c5eb1fb3-5277-4ebb-a46c-91df4f02419b",134
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141031_0001_0013_c5eb1fb3-5277-4ebb-a46c-91df4f02419b",166
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141113_0001_0036_fc0d2965-3968-4570-b6c7-90907044ce7a",3035
"/mnt/rclsfserv005/MSMM_analysed/OctopusSM3/20141113_0001_0004_ae89a325-3347-4824-967c-e47978594e6d",120
